year,state,sport,gender,participants
1995,NM,Soccer,Girls,1293
1995,NM,Softball,Girls,1986
1995,NM,Swimming,Boys,522
1995,NM,Swimming,Girls,772
1995,NM,Tennis,Boys,852
1995,NM,Tennis,Girls,960
1995,NM,Track and Field,Boys,3000
1995,NM,Track and Field,Girls,2323
1995,NM,Volleyball,Girls,2162
1995,NM,Wrestling,Boys,925
1995,NV,Baseball,Boys,3865
1995,NV,Basketball,Boys,4923
1995,NV,Basketball,Girls,3649
1995,NV,Cross Country,Boys,1588
1995,NV,Cross Country,Girls,1128
1995,NV,Football,Boys,8582
1995,NV,Football,Girls,0
1995,NV,Golf,Boys,1291
1995,NV,Golf,Girls,383
1995,NV,Soccer,Boys,2513
1995,NV,Soccer,Girls,1866
1995,NV,Softball,Girls,3075
1995,NV,Swimming,Boys,787
1995,NV,Swimming,Girls,1172
1995,NV,Tennis,Boys,1343
1995,NV,Tennis,Girls,1412
1995,NV,Track and Field,Boys,4332
1995,NV,Track and Field,Girls,3541
1995,NV,Volleyball,Girls,3313
1995,NV,Wrestling,Boys,1432
1995,NY,Baseball,Boys,26425
1995,NY,Basketball,Boys,33395
1995,NY,Basketball,Girls,24066
1995,NY,Cross Country,Boys,10187
1995,NY,Cross Country,Girls,7878
1995,NY,Field Hockey,Girls,8717
1995,NY,Football,Boys,56169
1995,NY,Football,Girls,0
1995,NY,Golf,Boys,8857
1995,NY,Golf,Girls,2564
1995,NY,Gymnastics,Boys,175
1995,NY,Gymnastics,Girls,1510
1995,NY,Ice Hockey,Boys,4566
1995,NY,Ice Hockey,Girls,0
1995,NY,Lacrosse,Boys,3871
1995,NY,Lacrosse,Girls,2040
1995,NY,Soccer,Boys,16342
1995,NY,Soccer,Girls,12730
1995,NY,Softball,Girls,19862
1995,NY,Swimming,Boys,5120
1995,NY,Swimming,Girls,7866
1995,NY,Tennis,Boys,8896
1995,NY,Tennis,Girls,9510
1995,NY,Track and Field,Boys,28491
1995,NY,Track and Field,Girls,23142
1995,NY,Volleyball,Boys,2025
1995,NY,Volleyball,Girls,22408
1995,NY,Wrestling,Boys,14213
1995,OH,Baseball,Boys,15673
1995,OH,Basketball,Boys,19171
1995,OH,Basketball,Girls,13961
1995,OH,Cross Country,Boys,6150
1995,OH,Cross Country,Girls,4569
1995,OH,Field Hockey,Girls,2538
1995,OH,Football,Boys,32797
1995,OH,Football,Girls,0
1995,OH,Golf,Boys,5015
1995,OH,Golf,Girls,1439
1995,OH,Gymnastics,Boys,125
1995,OH,Gymnastics,Girls,1092
1995,OH,Ice Hockey,Boys,1679
1995,OH,Ice Hockey,Girls,0
1995,OH,Lacrosse,Boys,1127
1995,OH,Lacrosse,Girls,592
1995,OH,Soccer,Boys,9400
1995,OH,Soccer,Girls,7260
1995,OH,Softball,Girls,11669
1995,OH,Swimming,Boys,2904
1995,OH,Swimming,Girls,4603
1995,OH,Tennis,Boys,5100
1995,OH,Tennis,Girls,5482
1995,OH,Track and Field,Boys,17311
1995,OH,Track and Field,Girls,13378
1995,OH,Volleyball,Boys,890
1995,OH,Volleyball,Girls,12818
1995,OH,Wrestling,Boys,13259
1995,OK,Baseball,Boys,5355
1995,OK,Basketball,Boys,6494
1995,OK,Basketball,Girls,5014
1995,OK,Cross Country,Boys,2144
1995,OK,Cross Country,Girls,1527
1995,OK,Football,Boys,11431
1995,OK,Football,Girls,0
1995,OK,Golf,Boys,1720
1995,OK,Golf,Girls,493
1995,OK,Soccer,Boys,3183
1995,OK,Soccer,Girls,2527
1995,OK,Softball,Girls,4084
1995,OK,Swimming,Boys,1022
1995,OK,Swimming,Girls,1601
1995,OK,Tennis,Boys,1737
1995,OK,Tennis,Girls,1893
1995,OK,Track and Field,Boys,5936
1995,OK,Track and Field,Girls,4659
1995,OK,Volleyball,Girls,4405
1995,OK,Wrestling,Boys,3644
1995,OR,Baseball,Boys,5268
1995,OR,Basketball,Boys,6559
1995,OR,Basketball,Girls,4975
1995,OR,Cross Country,Boys,2073
1995,OR,Cross Country,Girls,1503
1995,OR,Football,Boys,11290
1995,OR,Football,Girls,0
1995,OR,Golf,Boys,1788
1995,OR,Golf,Girls,503
1995,OR,Gymnastics,Boys,28
1995,OR,Gymnastics,Girls,249
1995,OR,Lacrosse,Boys,299
1995,OR,Lacrosse,Girls,160
1995,OR,Soccer,Boys,3216
1995,OR,Soccer,Girls,2443
1995,OR,Softball,Girls,4017
1995,OR,Swimming,Boys,1017
1995,OR,Swimming,Girls,1567
1995,OR,Tennis,Boys,1735
1995,OR,Tennis,Girls,1905
1995,OR,Track and Field,Boys,5714
1995,OR,Track and Field,Girls,4651
1995,OR,Volleyball,Girls,4349
1995,OR,Wrestling,Boys,3394
1995,PA,Baseball,Boys,17671
1995,PA,Basketball,Boys,21783
1995,PA,Basketball,Girls,16210
1995,PA,Cross Country,Boys,7044
1995,PA,Cross Country,Girls,5299
1995,PA,Field Hockey,Girls,9998
1995,PA,Football,Boys,38176
1995,PA,Football,Girls,0
1995,PA,Golf,Boys,5762
1995,PA,Golf,Girls,1716
1995,PA,Gymnastics,Boys,145
1995,PA,Gymnastics,Girls,1274
1995,PA,Ice Hockey,Boys,2084
1995,PA,Ice Hockey,Girls,0
1995,PA,Lacrosse,Boys,2136
1995,PA,Lacrosse,Girls,1127
1995,PA,Soccer,Boys,10809
1995,PA,Soccer,Girls,8290
1995,PA,Softball,Girls,13197
1995,PA,Swimming,Boys,3447
1995,PA,Swimming,Girls,5146
1995,PA,Tennis,Boys,5692
1995,PA,Tennis,Girls,6448
1995,PA,Track and Field,Boys,19449
1995,PA,Track and Field,Girls,15371
1995,PA,Volleyball,Boys,1616
1995,PA,Volleyball,Girls,14439
1995,PA,Wrestling,Boys,15981
1995,RI,Baseball,Boys,1309
1995,RI,Basketball,Boys,1674
1995,RI,Basketball,Girls,1251
1995,RI,Cross Country,Boys,508
1995,RI,Cross Country,Girls,377
1995,RI,Field Hockey,Girls,520
1995,RI,Football,Boys,2815
1995,RI,Football,Girls,0
1995,RI,Golf,Boys,435
1995,RI,Golf,Girls,125
1995,RI,Ice Hockey,Boys,246
1995,RI,Ice Hockey,Girls,0
1995,RI,Lacrosse,Boys,156
1995,RI,Lacrosse,Girls,86
1995,RI,Soccer,Boys,837
1995,RI,Soccer,Girls,627
1995,RI,Softball,Girls,1009
1995,RI,Swimming,Boys,256
1995,RI,Swimming,Girls,392
1995,RI,Tennis,Boys,423
1995,RI,Tennis,Girls,481
1995,RI,Track and Field,Boys,1465
1995,RI,Track and Field,Girls,1151
1995,RI,Volleyball,Boys,75
1995,RI,Volleyball,Girls,1131
1995,RI,Wrestling,Boys,481
1995,SC,Baseball,Boys,6671
1995,SC,Basketball,Boys,8013
1995,SC,Basketball,Girls,6186
1995,SC,Cross Country,Boys,2638
1995,SC,Cross Country,Girls,1960
1995,SC,Football,Boys,14184
1995,SC,Football,Girls,0
1995,SC,Golf,Boys,2236
1995,SC,Golf,Girls,611
1995,SC,Soccer,Boys,4210
1995,SC,Soccer,Girls,3164
1995,SC,Softball,Girls,4938
1995,SC,Swimming,Boys,1309
1995,SC,Swimming,Girls,1913
1995,SC,Tennis,Boys,2233
1995,SC,Tennis,Girls,2299
1995,SC,Track and Field,Boys,7201
1995,SC,Track and Field,Girls,5990
1995,SC,Volleyball,Boys,125
1995,SC,Volleyball,Girls,5525
1995,SC,Wrestling,Boys,2373
1995,SD,Baseball,Boys,1312
1995,SD,Basketball,Boys,1653
1995,SD,Basketball,Girls,1229
1995,SD,Cross Country,Boys,525
1995,SD,Cross Country,Girls,386
1995,SD,Football,Boys,2726
1995,SD,Football,Girls,0
1995,SD,Golf,Boys,439
1995,SD,Golf,Girls,125
1995,SD,Soccer,Boys,808
1995,SD,Soccer,Girls,636
1995,SD,Softball,Girls,1018
1995,SD,Swimming,Boys,248
1995,SD,Swimming,Girls,393
1995,SD,Tennis,Boys,434
1995,SD,Tennis,Girls,462
1995,SD,Track and Field,Boys,1493
1995,SD,Track and Field,Girls,1164
1995,SD,Volleyball,Girls,1119
1995,SD,Wrestling,Boys,931
1995,TN,Baseball,Boys,8928
1995,TN,Basketball,Boys,10706
1995,TN,Basketball,Girls,7981
1995,TN,Cross Country,Boys,3394
1995,TN,Cross Country,Girls,2620
1995,TN,Football,Boys,18377
1995,TN,Football,Girls,0
1995,TN,Golf,Boys,2905
1995,TN,Golf,Girls,825
1995,TN,Lacrosse,Boys,126
1995,TN,Lacrosse,Girls,66
1995,TN,Soccer,Boys,5507
1995,TN,Soccer,Girls,4190
1995,TN,Softball,Girls,6543
1995,TN,Swimming,Boys,1661
1995,TN,Swimming,Girls,2554
1995,TN,Tennis,Boys,2956
1995,TN,Tennis,Girls,3111
1995,TN,Track and Field,Boys,9695
1995,TN,Track and Field,Girls,7958
1995,TN,Volleyball,Boys,168
1995,TN,Volleyball,Girls,7450
1995,TN,Wrestling,Boys,3042
1995,TX,Baseball,Boys,42030
1995,TX,Basketball,Boys,51342
1995,TX,Basketball,Girls,38064
1995,TX,Cross Country,Boys,16787
1995,TX,Cross Country,Girls,12394
1995,TX,Football,Boys,87620
1995,TX,Football,Girls,0
1995,TX,Golf,Boys,13692
1995,TX,Golf,Girls,3969
1995,TX,Gymnastics,Boys,268
1995,TX,Gymnastics,Girls,2464
1995,TX,Lacrosse,Boys,1025
1995,TX,Lacrosse,Girls,539
1995,TX,Soccer,Boys,25781
1995,TX,Soccer,Girls,19875
1995,TX,Softball,Girls,31783
1995,TX,Swimming,Boys,8148
1995,TX,Swimming,Girls,12043
1995,TX,Tennis,Boys,13698
1995,TX,Tennis,Girls,15169
1995,TX,Track and Field,Boys,45461
1995,TX,Track and Field,Girls,37110
1995,TX,Volleyball,Boys,795
1995,TX,Volleyball,Girls,35293
1995,TX,Wrestling,Boys,14927
1995,UT,Baseball,Boys,4789
1995,UT,Basketball,Boys,6044
1995,UT,Basketball,Girls,4627
1995,UT,Cross Country,Boys,1952
1995,UT,Cross Country,Girls,1431
1995,UT,Football,Boys,10017
1995,UT,Football,Girls,0
1995,UT,Golf,Boys,1564
1995,UT,Golf,Girls,459
1995,UT,Gymnastics,Boys,26
1995,UT,Gymnastics,Girls,229
1995,UT,Lacrosse,Boys,68
1995,UT,Lacrosse,Girls,37
1995,UT,Soccer,Boys,3090
1995,UT,Soccer,Girls,2269
1995,UT,Softball,Girls,3719
1995,UT,Swimming,Boys,913
1995,UT,Swimming,Girls,1458
1995,UT,Tennis,Boys,1554
1995,UT,Tennis,Girls,1737
1995,UT,Track and Field,Boys,5369
1995,UT,Track and Field,Girls,4169
1995,UT,Volleyball,Girls,3946
1995,UT,Wrestling,Boys,2629
1995,VA,Baseball,Boys,11165
1995,VA,Basketball,Boys,13983
1995,VA,Basketball,Girls,10718
1995,VA,Cross Country,Boys,4417
1995,VA,Cross Country,Girls,3413
1995,VA,Field Hockey,Girls,5086
1995,VA,Football,Boys,23706
1995,VA,Football,Girls,0
1995,VA,Golf,Boys,3825
1995,VA,Golf,Girls,1071
1995,VA,Gymnastics,Boys,61
1995,VA,Gymnastics,Girls,541
1995,VA,Ice Hockey,Boys,207
1995,VA,Ice Hockey,Girls,0
1995,VA,Lacrosse,Boys,1626
1995,VA,Lacrosse,Girls,886
1995,VA,Soccer,Boys,7285
1995,VA,Soccer,Girls,5590
1995,VA,Softball,Girls,8830
1995,VA,Swimming,Boys,2234
1995,VA,Swimming,Girls,3429
1995,VA,Tennis,Boys,3670
1995,VA,Tennis,Girls,3998
1995,VA,Track and Field,Boys,12433
1995,VA,Track and Field,Girls,10330
1995,VA,Volleyball,Boys,423
1995,VA,Volleyball,Girls,9456
1995,VA,Wrestling,Boys,4920
1995,VT,Baseball,Boys,860
1995,VT,Basketball,Boys,1074
1995,VT,Basketball,Girls,842
1995,VT,Cross Country,Boys,350
1995,VT,Cross Country,Girls,258
1995,VT,Field Hockey,Girls,301
1995,VT,Football,Boys,1839
1995,VT,Football,Girls,0
1995,VT,Golf,Boys,287
1995,VT,Golf,Girls,83
1995,VT,Ice Hockey,Boys,159
1995,VT,Ice Hockey,Girls,0
1995,VT,Lacrosse,Boys,84
1995,VT,Lacrosse,Girls,47
1995,VT,Soccer,Boys,547
1995,VT,Soccer,Girls,419
1995,VT,Softball,Girls,655
1995,VT,Swimming,Boys,168
1995,VT,Swimming,Girls,258
1995,VT,Tennis,Boys,292
1995,VT,Tennis,Girls,311
1995,VT,Track and Field,Boys,987
1995,VT,Track and Field,Girls,802
1995,VT,Volleyball,Girls,751
1995,VT,Wrestling,Boys,311
1995,WA,Baseball,Boys,10112
1995,WA,Basketball,Boys,12697
1995,WA,Basketball,Girls,9646
1995,WA,Cross Country,Boys,4115
1995,WA,Cross Country,Girls,2894
1995,WA,Field Hockey,Girls,343
1995,WA,Football,Boys,21199
1995,WA,Football,Girls,0
1995,WA,Golf,Boys,3358
1995,WA,Golf,Girls,940
1995,WA,Gymnastics,Boys,54
1995,WA,Gymnastics,Girls,491
1995,WA,Lacrosse,Boys,141
1995,WA,Lacrosse,Girls,78
1995,WA,Soccer,Boys,6135
1995,WA,Soccer,Girls,4914
1995,WA,Softball,Girls,7575
1995,WA,Swimming,Boys,1966
1995,WA,Swimming,Girls,2999
1995,WA,Tennis,Boys,3266
1995,WA,Tennis,Girls,3660
1995,WA,Track and Field,Boys,11073
1995,WA,Track and Field,Girls,9209
1995,WA,Volleyball,Girls,8305
1995,WA,Wrestling,Boys,5508
1995,WI,Baseball,Boys,7859
1995,WI,Basketball,Boys,9764
1995,WI,Basketball,Girls,7245
1995,WI,Cross Country,Boys,3101
1995,WI,Cross Country,Girls,2349
1995,WI,Football,Boys,16678
1995,WI,Football,Girls,0
1995,WI,Golf,Boys,2562
1995,WI,Golf,Girls,753
1995,WI,Gymnastics,Boys,86
1995,WI,Gymnastics,Girls,770
1995,WI,Ice Hockey,Boys,1669
1995,WI,Ice Hockey,Girls,0
1995,WI,Lacrosse,Boys,379
1995,WI,Lacrosse,Girls,206
1995,WI,Soccer,Boys,4819
1995,WI,Soccer,Girls,3684
1995,WI,Softball,Girls,5897
1995,WI,Swimming,Boys,1579
1995,WI,Swimming,Girls,2385
1995,WI,Tennis,Boys,2581
1995,WI,Tennis,Girls,2906
1995,WI,Track and Field,Boys,8844
1995,WI,Track and Field,Girls,7157
1995,WI,Volleyball,Boys,460
1995,WI,Volleyball,Girls,6477
1995,WI,Wrestling,Boys,5139
1995,WV,Baseball,Boys,2215
1995,WV,Basketball,Boys,2649
1995,WV,Basketball,Girls,2065
1995,WV,Cross Country,Boys,884
1995,WV,Cross Country,Girls,634
1995,WV,Football,Boys,4709
1995,WV,Football,Girls,0
1995,WV,Golf,Boys,736
1995,WV,Golf,Girls,211
1995,WV,Soccer,Boys,1403
1995,WV,Soccer,Girls,1029
1995,WV,Softball,Girls,1679
1995,WV,Swimming,Boys,422
1995,WV,Swimming,Girls,661
1995,WV,Tennis,Boys,728
1995,WV,Tennis,Girls,796
1995,WV,Track and Field,Boys,2507
1995,WV,Track and Field,Girls,1997
1995,WV,Volleyball,Girls,1854
1995,WV,Wrestling,Boys,757
1995,WY,Baseball,Boys,879
1995,WY,Basketball,Boys,1121
1995,WY,Basketball,Girls,804
1995,WY,Cross Country,Boys,346
1995,WY,Cross Country,Girls,255
1995,WY,Football,Boys,1853
1995,WY,Football,Girls,0
1995,WY,Golf,Boys,291
1995,WY,Golf,Girls,82
1995,WY,Soccer,Boys,562
1995,WY,Soccer,Girls,420
1995,WY,Softball,Girls,668
1995,WY,Swimming,Boys,171
1995,WY,Swimming,Girls,267
1995,WY,Tennis,Boys,298
1995,WY,Tennis,Girls,314
1995,WY,Track and Field,Boys,971
1995,WY,Track and Field,Girls,763
1995,WY,Volleyball,Girls,750
1995,WY,Wrestling,Boys,615
2000,AK,Baseball,Boys,893
2000,AK,Basketball,Boys,1079
2000,AK,Basketball,Girls,846
2000,AK,Cross Country,Boys,374
2000,AK,Cross Country,Girls,307
2000,AK,Football,Boys,1961
2000,AK,Football,Girls,0
2000,AK,Golf,Boys,302
2000,AK,Golf,Girls,103
2000,AK,Ice Hockey,Boys,192
2000,AK,Ice Hockey,Girls,10
2000,AK,Soccer,Boys,671
2000,AK,Soccer,Girls,547
2000,AK,Softball,Girls,686
2000,AK,Swimming,Boys,181
2000,AK,Swimming,Girls,286
2000,AK,Tennis,Boys,299
2000,AK,Tennis,Girls,334
2000,AK,Track and Field,Boys,1007
2000,AK,Track and Field,Girls,839
2000,AK,Volleyball,Girls,765
2000,AK,Wrestling,Boys,317
2000,AL,Baseball,Boys,6817
2000,AL,Basketball,Boys,8225
2000,AL,Basketball,Girls,6706
2000,AL,Cross Country,Boys,2783
2000,AL,Cross Country,Girls,2289
2000,AL,Football,Boys,15262
2000,AL,Football,Girls,3
2000,AL,Golf,Boys,2322
2000,AL,Golf,Girls,793
2000,AL,Soccer,Boys,4858
2000,AL,Soccer,Girls,4140
2000,AL,Softball,Girls,5204
2000,AL,Swimming,Boys,1359
2000,AL,Swimming,Girls,2121
2000,AL,Tennis,Boys,2262
2000,AL,Tennis,Girls,2408
2000,AL,Track and Field,Boys,7613
2000,AL,Track and Field,Girls,6447
2000,AL,Volleyball,Girls,5985
2000,AL,Wrestling,Boys,2480
2000,AR,Baseball,Boys,4119
2000,AR,Basketball,Boys,4809
2000,AR,Basketball,Girls,3852
2000,AR,Cross Country,Boys,1687
2000,AR,Cross Country,Girls,1413
2000,AR,Football,Boys,8931
2000,AR,Football,Girls,2
2000,AR,Golf,Boys,1388
2000,AR,Golf,Girls,454
2000,AR,Soccer,Boys,3012
2000,AR,Soccer,Girls,2553
2000,AR,Softball,Girls,3123
2000,AR,Swimming,Boys,822
2000,AR,Swimming,Girls,1292
2000,AR,Tennis,Boys,1345
2000,AR,Tennis,Girls,1505
2000,AR,Track and Field,Boys,4556
2000,AR,Track and Field,Girls,3827
2000,AR,Volleyball,Girls,3572
2000,AR,Wrestling,Boys,1482
2000,AZ,Baseball,Boys,10110
2000,AZ,Basketball,Boys,12003
2000,AZ,Basketball,Girls,9385
2000,AZ,Cross Country,Boys,4218
2000,AZ,Cross Country,Girls,3351
2000,AZ,Football,Boys,21899
2000,AZ,Football,Girls,5
2000,AZ,Golf,Boys,3313
2000,AZ,Golf,Girls,1148
2000,AZ,Gymnastics,Boys,38
2000,AZ,Gymnastics,Girls,345
2000,AZ,Lacrosse,Boys,192
2000,AZ,Lacrosse,Girls,107
2000,AZ,Soccer,Boys,7336
2000,AZ,Soccer,Girls,6134
2000,AZ,Softball,Girls,7639
2000,AZ,Swimming,Boys,2074
2000,AZ,Swimming,Girls,3045
2000,AZ,Tennis,Boys,3307
2000,AZ,Tennis,Girls,3637
2000,AZ,Track and Field,Boys,10890
2000,AZ,Track and Field,Girls,9290
2000,AZ,Volleyball,Boys,693
2000,AZ,Volleyball,Girls,8341
2000,AZ,Wrestling,Boys,3630
2000,CA,Baseball,Boys,54670
2000,CA,Basketball,Boys,65382
2000,CA,Basketball,Girls,53446
2000,CA,Cross Country,Boys,22995
2000,CA,Cross Country,Girls,18812
2000,CA,Field Hockey,Girls,3134
2000,CA,Football,Boys,122805
2000,CA,Football,Girls,24
2000,CA,Golf,Boys,18387
2000,CA,Golf,Girls,6364
2000,CA,Gymnastics,Boys,393
2000,CA,Gymnastics,Girls,3446
2000,CA,Lacrosse,Boys,3488
2000,CA,Lacrosse,Girls,2034
2000,CA,Soccer,Boys,40255
2000,CA,Soccer,Girls,33214
2000,CA,Softball,Girls,41756
2000,CA,Swimming,Boys,10834
2000,CA,Swimming,Girls,17376
2000,CA,Tennis,Boys,18271
2000,CA,Tennis,Girls,19391
2000,CA,Track and Field,Boys,58839
2000,CA,Track and Field,Girls,51801
2000,CA,Volleyball,Boys,7550
2000,CA,Volleyball,Girls,47866
2000,CA,Wrestling,Boys,29823
2000,CO,Baseball,Boys,7539
2000,CO,Basketball,Boys,9602
2000,CO,Basketball,Girls,7548
2000,CO,Cross Country,Boys,3273
2000,CO,Cross Country,Girls,2553
2000,CO,Football,Boys,17336
2000,CO,Football,Girls,3
2000,CO,Golf,Boys,2594
2000,CO,Golf,Girls,882
2000,CO,Gymnastics,Boys,36
2000,CO,Gymnastics,Girls,332
2000,CO,Ice Hockey,Boys,670
2000,CO,Ice Hockey,Girls,32
2000,CO,Lacrosse,Boys,951
2000,CO,Lacrosse,Girls,570
2000,CO,Soccer,Boys,5473
2000,CO,Soccer,Girls,4789
2000,CO,Softball,Girls,5995
2000,CO,Swimming,Boys,1606
2000,CO,Swimming,Girls,2432
2000,CO,Tennis,Boys,2524
2000,CO,Tennis,Girls,2797
2000,CO,Track and Field,Boys,8501
2000,CO,Track and Field,Girls,7181
2000,CO,Volleyball,Boys,181
2000,CO,Volleyball,Girls,6539
2000,CO,Wrestling,Boys,4943
2000,CT,Baseball,Boys,4871
2000,CT,Basketball,Boys,5952
2000,CT,Basketball,Girls,4884
2000,CT,Cross Country,Boys,2046
2000,CT,Cross Country,Girls,1739
2000,CT,Field Hockey,Girls,2592
2000,CT,Football,Boys,11361
2000,CT,Football,Girls,2
2000,CT,Golf,Boys,1663
2000,CT,Golf,Girls,559
2000,CT,Gymnastics,Boys,35
2000,CT,Gymnastics,Girls,318
2000,CT,Ice Hockey,Boys,1238
2000,CT,Ice Hockey,Girls,61
2000,CT,Lacrosse,Boys,1094
2000,CT,Lacrosse,Girls,651
2000,CT,Soccer,Boys,3550
2000,CT,Soccer,Girls,3081
2000,CT,Softball,Girls,3786
2000,CT,Swimming,Boys,985
2000,CT,Swimming,Girls,1585
2000,CT,Tennis,Boys,1670
2000,CT,Tennis,Girls,1801
2000,CT,Track and Field,Boys,5507
2000,CT,Track and Field,Girls,4644
2000,CT,Volleyball,Boys,462
2000,CT,Volleyball,Girls,4259
2000,CT,Wrestling,Boys,1807
2000,DC,Baseball,Boys,876
2000,DC,Basketball,Boys,1116
2000,DC,Basketball,Girls,861
2000,DC,Cross Country,Boys,368
2000,DC,Cross Country,Girls,310
2000,DC,Football,Boys,1968
2000,DC,Football,Girls,0
2000,DC,Golf,Boys,319
2000,DC,Golf,Girls,101
2000,DC,Ice Hockey,Boys,20
2000,DC,Ice Hockey,Girls,1
2000,DC,Lacrosse,Boys,17
2000,DC,Lacrosse,Girls,9
2000,DC,Soccer,Boys,640
2000,DC,Soccer,Girls,556
2000,DC,Softball,Girls,692
2000,DC,Swimming,Boys,188
2000,DC,Swimming,Girls,288
2000,DC,Tennis,Boys,296
2000,DC,Tennis,Girls,327
2000,DC,Track and Field,Boys,1031
2000,DC,Track and Field,Girls,837
2000,DC,Volleyball,Girls,762
2000,DC,Wrestling,Boys,332
2000,DE,Baseball,Boys,1331
2000,DE,Basketball,Boys,1642
2000,DE,Basketball,Girls,1276
2000,DE,Cross Country,Boys,550
2000,DE,Cross Country,Girls,470
2000,DE,Field Hockey,Girls,612
2000,DE,Football,Boys,3013
2000,DE,Football,Girls,1
2000,DE,Golf,Boys,474
2000,DE,Golf,Girls,155
2000,DE,Lacrosse,Boys,259
2000,DE,Lacrosse,Girls,148
2000,DE,Soccer,Boys,1000
2000,DE,Soccer,Girls,843
2000,DE,Softball,Girls,1068
2000,DE,Swimming,Boys,271
2000,DE,Swimming,Girls,418
2000,DE,Tennis,Boys,443
2000,DE,Tennis,Girls,503
2000,DE,Track and Field,Boys,1539
2000,DE,Track and Field,Girls,1298
2000,DE,Volleyball,Girls,1199
2000,DE,Wrestling,Boys,502
2000,FL,Baseball,Boys,27014
2000,FL,Basketball,Boys,32778
2000,FL,Basketball,Girls,26568
2000,FL,Cross Country,Boys,11353
2000,FL,Cross Country,Girls,9342
2000,FL,Football,Boys,58836
2000,FL,Football,Girls,12
2000,FL,Golf,Boys,9335
2000,FL,Golf,Girls,3103
2000,FL,Gymnastics,Boys,101
2000,FL,Gymnastics,Girls,901
2000,FL,Lacrosse,Boys,2528
2000,FL,Lacrosse,Girls,1525
2000,FL,Soccer,Boys,20111
2000,FL,Soccer,Girls,16548
2000,FL,Softball,Girls,21367
2000,FL,Swimming,Boys,5411
2000,FL,Swimming,Girls,8483
2000,FL,Tennis,Boys,8798
2000,FL,Tennis,Girls,10148
2000,FL,Track and Field,Boys,29693
2000,FL,Track and Field,Girls,25345
2000,FL,Volleyball,Boys,1004
2000,FL,Volleyball,Girls,23085
2000,FL,Wrestling,Boys,9757
2000,GA,Baseball,Boys,15192
2000,GA,Basketball,Boys,18608
2000,GA,Basketball,Girls,14500
2000,GA,Cross Country,Boys,6417
2000,GA,Cross Country,Girls,5056
2000,GA,Football,Boys,32737
2000,GA,Football,Girls,7
2000,GA,Golf,Boys,5250
2000,GA,Golf,Girls,1660
2000,GA,Gymnastics,Boys,56
2000,GA,Gymnastics,Girls,520
2000,GA,Lacrosse,Boys,1126
2000,GA,Lacrosse,Girls,666
2000,GA,Soccer,Boys,10751
2000,GA,Soccer,Girls,9352
2000,GA,Softball,Girls,11305
2000,GA,Swimming,Boys,2998
2000,GA,Swimming,Girls,4603
2000,GA,Tennis,Boys,4860
2000,GA,Tennis,Girls,5358
2000,GA,Track and Field,Boys,16568
2000,GA,Track and Field,Girls,14515
2000,GA,Volleyball,Boys,349
2000,GA,Volleyball,Girls,12842
2000,GA,Wrestling,Boys,5219
2000,HI,Baseball,Boys,1758
2000,HI,Basketball,Boys,2260
2000,HI,Basketball,Girls,1749
2000,HI,Cross Country,Boys,748
2000,HI,Cross Country,Girls,623
2000,HI,Football,Boys,4037
2000,HI,Football,Girls,1
2000,HI,Golf,Boys,638
2000,HI,Golf,Girls,212
2000,HI,Soccer,Boys,1320
2000,HI,Soccer,Girls,1086
2000,HI,Softball,Girls,1399
2000,HI,Swimming,Boys,362
2000,HI,Swimming,Girls,562
2000,HI,Tennis,Boys,586
2000,HI,Tennis,Girls,662
2000,HI,Track and Field,Boys,1969
2000,HI,Track and Field,Girls,1755
2000,HI,Volleyball,Boys,243
2000,HI,Volleyball,Girls,1519
2000,HI,Wrestling,Boys,651
2000,IA,Baseball,Boys,4562
2000,IA,Basketball,Boys,5421
2000,IA,Basketball,Girls,4423
2000,IA,Cross Country,Boys,1917
2000,IA,Cross Country,Girls,1541
2000,IA,Football,Boys,10118
2000,IA,Football,Girls,2
2000,IA,Golf,Boys,1572
2000,IA,Golf,Girls,526
2000,IA,Gymnastics,Boys,21
2000,IA,Gymnastics,Girls,194
2000,IA,Soccer,Boys,3370
2000,IA,Soccer,Girls,2839
2000,IA,Softball,Girls,3501
2000,IA,Swimming,Boys,939
2000,IA,Swimming,Girls,1412
2000,IA,Tennis,Boys,1475
2000,IA,Tennis,Girls,1614
2000,IA,Track and Field,Boys,5062
2000,IA,Track and Field,Girls,4220
2000,IA,Volleyball,Girls,3933
2000,IA,Wrestling,Boys,5672
2000,ID,Baseball,Boys,2692
2000,ID,Basketball,Boys,3304
2000,ID,Basketball,Girls,2680
2000,ID,Cross Country,Boys,1143
2000,ID,Cross Country,Girls,949
2000,ID,Football,Boys,5883
2000,ID,Football,Girls,1
2000,ID,Golf,Boys,939
2000,ID,Golf,Girls,317
2000,ID,Soccer,Boys,1925
2000,ID,Soccer,Girls,1722
2000,ID,Softball,Girls,2115
2000,ID,Swimming,Boys,559
2000,ID,Swimming,Girls,848
2000,ID,Tennis,Boys,902
2000,ID,Tennis,Girls,993
2000,ID,Track and Field,Boys,3087
2000,ID,Track and Field,Girls,2510
2000,ID,Volleyball,Girls,2390
2000,ID,Wrestling,Boys,1766
2000,IL,Baseball,Boys,18177
2000,IL,Basketball,Boys,22241
2000,IL,Basketball,Girls,17525
2000,IL,Cross Country,Boys,7679
2000,IL,Cross Country,Girls,6066
